Subject	Session	run	Trial	T1_pos	T2_pos	TrialType	T1	T2	T1menu	T2menu	T1resp	T2resp	T1RT	T2RT	T1hit	T2hit	InitialSequence	FinalSequence
subject5	1	1	57	8	15	7	34	6	[39 34 16]	[ 7 35  6]	v	m	0.4330970000009984	0.6160224999766797	True	True	[20, 14, 15, 8, 16, 2, 20, 6, 4, 13, 11, 2, 10, 13, 19, 1, 19, 11, 3, 1]	[20, 14, 15, 8, 16, 2, 20, 6, 34, 13, 11, 2, 10, 13, 19, 6, 19, 11, 3, 1]
subject5	1	1	58	10	17	7	18	19	[ 4 18 20]	[22  8 19]	v	m	0.45062409999081865	0.6167988000088371	True	True	[5, 7, 4, 8, 5, 14, 0, 5, 12, 12, 9, 1, 2, 20, 23, 8, 11, 5, 23, 12]	[5, 7, 4, 8, 5, 14, 0, 5, 12, 12, 18, 1, 2, 20, 23, 8, 11, 19, 23, 12]
subject5	1	1	59	3	10	7	13	36	[13 32  6]	[36  6 21]	m	z	1.8202426999923773	0.5828975000185892	False	True	[10, 19, 14, 18, 14, 8, 21, 1, 17, 9, 23, 17, 12, 9, 6, 18, 2, 2, 17, 21]	[10, 19, 14, 13, 14, 8, 21, 1, 17, 9, 36, 17, 12, 9, 6, 18, 2, 2, 17, 21]
subject5	1	1	60	13	14	1	21	32	[ 9  4 21]	[32 20 23]	m	z	0.565975499979686	0.6325606000027619	True	True	[13, 20, 10, 15, 14, 21, 14, 5, 15, 4, 13, 8, 22, 16, 21, 17, 6, 12, 15, 14]	[13, 20, 10, 15, 14, 21, 14, 5, 15, 4, 13, 8, 22, 21, 32, 17, 6, 12, 15, 14]
subject5	1	1	61	10	17	7	34	19	[22  1 34]	[ 4 19 12]	m	v	0.8018605000106618	0.5991622000001371	True	True	[9, 15, 18, 5, 2, 9, 22, 7, 11, 13, 2, 19, 8, 9, 20, 18, 1, 23, 10, 19]	[9, 15, 18, 5, 2, 9, 22, 7, 11, 13, 34, 19, 8, 9, 20, 18, 1, 19, 10, 19]
subject5	1	1	62	12	19	7	24	5	[24 10  1]	[14  5 18]	z	v	0.5842051999643445	0.5510604999726638	True	True	[10, 10, 5, 6, 11, 9, 19, 5, 13, 11, 12, 7, 10, 13, 5, 16, 6, 16, 16, 19]	[10, 10, 5, 6, 11, 9, 19, 5, 13, 11, 12, 7, 24, 13, 5, 16, 6, 16, 16, 5]
subject5	1	1	63	6	13	7	23	2	[26 23 13]	[ 2 26 38]	z	z	0.590105900017079	0.6659754000138491	False	True	[21, 2, 20, 5, 19, 16, 16, 5, 20, 11, 21, 15, 13, 4, 15, 9, 21, 17, 5, 13]	[21, 2, 20, 5, 19, 16, 23, 5, 20, 11, 21, 15, 13, 2, 15, 9, 21, 17, 5, 13]
subject5	1	1	64	5	12	7	26	39	[26 36  0]	[ 6 14 39]	z	m	0.6669753000023775	0.5330308999982662	True	True	[1, 2, 9, 17, 19, 16, 7, 7, 0, 10, 7, 20, 2, 2, 17, 15, 14, 4, 22, 2]	[1, 2, 9, 17, 19, 26, 7, 7, 0, 10, 7, 20, 39, 2, 17, 15, 14, 4, 22, 2]
subject5	1	1	65	12	14	2	13	27	[13 16 35]	[39 27 21]	z	m	2.420699499954935	0.5677207999979146	True	False	[9, 5, 5, 3, 4, 17, 2, 7, 6, 23, 14, 11, 4, 3, 0, 8, 10, 23, 16, 12]	[9, 5, 5, 3, 4, 17, 2, 7, 6, 23, 14, 11, 13, 3, 27, 8, 10, 23, 16, 12]
subject5	1	1	66	3	5	2	26	11	[38 26  7]	[36  0 11]	v	m	0.5019890000112355	0.788160500000231	True	True	[3, 7, 21, 1, 2, 5, 21, 23, 14, 13, 7, 12, 13, 4, 10, 20, 7, 7, 14, 1]	[3, 7, 21, 26, 2, 11, 21, 23, 14, 13, 7, 12, 13, 4, 10, 20, 7, 7, 14, 1]
subject5	1	1	67	2	3	1	12	19	[12  2  8]	[23 11 19]	v	m	1.1005829999921843	0.49919870001031086	False	True	[5, 19, 9, 20, 15, 18, 0, 6, 7, 22, 23, 7, 8, 8, 17, 7, 8, 23, 6, 15]	[5, 19, 12, 19, 15, 18, 0, 6, 7, 22, 23, 7, 8, 8, 17, 7, 8, 23, 6, 15]
subject5	1	1	68	5	6	1	22	15	[30 22 17]	[20 15  3]	v	m	0.5170594999799505	0.7845073000062257	True	False	[12, 21, 11, 2, 17, 4, 7, 15, 19, 15, 14, 18, 2, 10, 6, 15, 1, 4, 6, 2]	[12, 21, 11, 2, 17, 22, 15, 15, 19, 15, 14, 18, 2, 10, 6, 15, 1, 4, 6, 2]
subject5	1	1	69	5	7	2	19	18	[38 11 19]	[18 33 14]	m	z	0.416999000008218	0.6011318000382744	True	True	[4, 14, 21, 8, 7, 23, 18, 14, 2, 6, 20, 14, 19, 7, 12, 10, 16, 22, 7, 16]	[4, 14, 21, 8, 7, 19, 18, 18, 2, 6, 20, 14, 19, 7, 12, 10, 16, 22, 7, 16]
subject5	1	1	70	10	12	2	1	6	[37  1  7]	[37  6  0]	v	v	0.4319727999973111	0.8661173000000417	True	True	[19, 17, 6, 7, 14, 23, 19, 5, 17, 2, 18, 0, 22, 11, 1, 14, 21, 10, 3, 2]	[19, 17, 6, 7, 14, 23, 19, 5, 17, 2, 1, 0, 6, 11, 1, 14, 21, 10, 3, 2]
subject5	1	1	71	12	14	2	30	31	[30  2  0]	[31  4 26]	z	m	0.5838179000420496	1.4019343000254594	True	False	[18, 2, 15, 14, 1, 0, 14, 4, 22, 13, 4, 1, 10, 12, 5, 2, 19, 1, 9, 18]	[18, 2, 15, 14, 1, 0, 14, 4, 22, 13, 4, 1, 30, 12, 31, 2, 19, 1, 9, 18]
subject5	1	1	72	4	6	2	17	15	[22 26 17]	[15 32  1]	z	z	1.50241840002127	0.800139400002081	False	True	[19, 18, 8, 1, 10, 10, 23, 0, 11, 19, 0, 13, 18, 12, 1, 10, 5, 4, 11, 7]	[19, 18, 8, 1, 17, 10, 15, 0, 11, 19, 0, 13, 18, 12, 1, 10, 5, 4, 11, 7]
subject5	1	1	73	17	19	2	37	3	[19 16 37]	[29  3  7]	m	z	1.9485070000519045	0.8335339000332169	True	False	[2, 22, 9, 13, 18, 19, 16, 22, 5, 7, 23, 17, 5, 19, 19, 8, 13, 2, 8, 11]	[2, 22, 9, 13, 18, 19, 16, 22, 5, 7, 23, 17, 5, 19, 19, 8, 13, 37, 8, 3]
subject5	1	1	74	10	12	2	13	24	[20 13 11]	[23 17 24]	z	m	1.235746200021822	0.9671101999701932	False	True	[20, 3, 17, 19, 21, 23, 12, 15, 17, 1, 11, 13, 6, 15, 9, 8, 17, 12, 9, 15]	[20, 3, 17, 19, 21, 23, 12, 15, 17, 1, 13, 13, 24, 15, 9, 8, 17, 12, 9, 15]
